,unit_name,num_items,tier,placement,game,total_units
170,TFT7_Seraphine,1,1,2,2,9
171,TFT7_Diana,1,2,2,2,9
172,TFT7_Olaf,3,3,2,2,9
173,TFT7_Pantheon,3,2,2,2,9
174,TFT7_Nilah,3,2,2,2,9
175,TFT7_Bard,0,1,2,2,9
176,TFT7_Zyra,2,2,3,2,9
177,TFT7_Jax,1,2,3,2,9
178,TFT7_Sylas,0,2,3,2,9
179,TFT7_DragonPurple,3,2,3,2,9
180,TFT7_Jayce,1,2,3,2,9
181,TFT7_Pantheon,3,2,3,2,9
182,TFT7_Yasuo,3,2,3,2,9
183,TFT7_Bard,0,1,3,2,9
184,TFT7_Twitch,0,2,3,3,9
185,TFT7_Zac,0,1,3,3,9
186,TFT7_Braum,2,2,3,3,9
187,TFT7_Rakan,3,2,3,3,9
188,TFT7_Hecarim,3,2,3,3,9
189,TFT7_Graves,3,2,3,3,9
190,TFT7_AoShin,3,2,3,3,9
191,TFT7_Soraka,0,1,3,3,9
192,TFT7_Sejuani,3,2,4,3,7
193,TFT7_Twitch,3,1,4,3,7
194,TFT7_DragonGuild,3,2,4,3,7
195,TFT7_DragonBlue,3,2,4,3,7
196,TFT7_Jayce,3,2,4,3,7
197,TFT7_Sejuani,0,2,8,3,8
198,TFT7_Twitch,0,2,8,3,8
199,TFT7_Rakan,3,2,8,3,8
200,TFT7_Hecarim,2,1,8,3,8
201,TFT7_DragonGold,1,1,8,3,8
202,TFT7_Xayah,3,2,8,3,8
203,TFT7_Jayce,2,2,8,3,8
204,TFT7_Jax,1,2,6,3,8
205,TFT7_Lillia,1,2,6,3,8
206,TFT7_Sylas,1,2,6,3,8
207,TFT7_NomsyMage,3,2,6,3,8
208,TFT7_Jayce,1,1,6,3,8
209,TFT7_Zoe,3,2,6,3,8
210,TFT7_Bard,0,1,6,3,8
211,TFT7b_Heimerdinger,0,2,6,3,8
212,TFT7_Senna,1,1,2,3,9
213,TFT7_Aphelios,3,2,2,3,9
214,TFT7_Aphelios,1,2,2,3,9
215,TFT7_Rell,2,2,2,3,9
216,TFT7_Rell,1,2,2,3,9
217,TFT7_Zeri,2,2,2,3,9
218,TFT7_Hecarim,2,2,2,3,9
219,TFT7_Graves,2,2,2,3,9
220,TFT7_Graves,3,2,2,3,9
221,TFT7_Aphelios,3,2,7,3,8
222,TFT7_Aphelios,2,1,7,3,8
223,TFT7_Rell,1,2,7,3,8
224,TFT7_Rell,1,2,7,3,8
225,TFT7_Zeri,1,1,7,3,8
226,TFT7_Rengar,3,2,7,3,8
227,TFT7_Hecarim,3,1,7,3,8
228,TFT7_Graves,1,1,7,3,8
229,TFT7_Malphite,0,2,1,3,10
230,TFT7_Zyra,3,2,1,3,10
231,TFT7_Sylas,3,2,1,3,10
232,TFT7_Seraphine,2,2,1,3,10
233,TFT7_Nilah,3,3,1,3,10
234,TFT7_AquaticDragon,3,2,1,3,10
235,TFT7_Zoe,2,2,1,3,10
236,TFT7_Bard,0,2,1,3,10
237,TFT7_Soraka,0,2,1,3,10
238,TFT7_Sejuani,1,2,5,3,8
239,TFT7_Rakan,1,2,5,3,8
240,TFT7_Hecarim,2,2,5,3,8
241,TFT7_Xayah,3,2,5,3,8
242,TFT7_Jayce,3,1,5,3,8
243,TFT7_Bard,0,1,5,3,8
244,TFT7_Shyvana,3,1,5,3,8
245,TFT7_Senna,1,1,5,4,8
246,TFT7_Qiyana,0,1,5,4,8
247,TFT7_Aphelios,3,3,5,4,8
248,TFT7_Rell,2,3,5,4,8
249,TFT7_Zeri,1,2,5,4,8
250,TFT7_Rengar,1,1,5,4,8
251,TFT7_Hecarim,2,2,5,4,8
252,TFT7_Graves,3,2,5,4,8
253,TFT7_Sejuani,0,2,4,4,9
254,TFT7_Twitch,0,2,4,4,9
255,TFT7_Rakan,1,2,4,4,9
256,TFT7_Hecarim,2,1,4,4,9
257,TFT7_Xayah,3,2,4,4,9
258,TFT7_Jayce,3,2,4,4,9
259,TFT7_Shyvana,3,1,4,4,9
260,TFT7_Soraka,0,1,4,4,9
261,TFT7_Malphite,2,2,2,4,8
262,TFT7_Zyra,1,2,2,4,8
263,TFT7_Sylas,3,2,2,4,8
264,TFT7_Seraphine,0,2,2,4,8
265,TFT7_Nilah,3,2,2,4,8
266,TFT7_AquaticDragon,3,2,2,4,8
267,TFT7_Zoe,1,1,2,4,8
268,TFT7_Sett,3,2,1,4,9
269,TFT7_Kaisa,2,2,1,4,9
270,TFT7_LeeSin,0,2,1,4,9
271,TFT7b_Volibear,2,2,1,4,9
272,TFT7_Jayce,2,1,1,4,9
273,TFT7_Yasuo,1,1,1,4,9
274,TFT7_Bard,0,1,1,4,9
275,TFT7_AoShin,3,2,1,4,9
276,TFT7_Rakan,1,2,6,4,8
277,TFT7_DragonGold,2,1,6,4,8
278,TFT7_Yasuo,2,2,6,4,8
279,TFT7_Bard,1,1,6,4,8
280,TFT7_Shyvana,3,1,6,4,8
281,TFT7_Soraka,1,2,6,4,8
282,TFT7_Senna,1,1,3,4,9
283,TFT7_Aphelios,2,2,3,4,9
284,TFT7_Aphelios,1,1,3,4,9
285,TFT7_Rell,2,2,3,4,9
286,TFT7_Rengar,2,2,3,4,9
287,TFT7_NomsyCannoneer,1,2,3,4,9
288,TFT7_Hecarim,2,2,3,4,9
289,TFT7_Graves,1,1,3,4,9
290,TFT7b_Tristana,0,2,3,4,9
291,TFT7_Sejuani,0,2,8,4,7
292,TFT7_Yone,0,2,8,4,7
293,TFT7_Lillia,1,2,8,4,7
294,TFT7_Nunu,3,3,8,4,7
295,TFT7_Hecarim,1,2,8,4,7
296,TFT7_DragonBlue,2,1,8,4,7
297,TFT7_Malphite,3,2,7,4,8
298,TFT7_Taliyah,0,2,7,4,8
299,TFT7_Lillia,0,1,7,4,8
300,TFT7_Sylas,1,2,7,4,8
301,TFT7_Nilah,0,2,7,4,8
302,TFT7_AquaticDragon,3,2,7,4,8
303,TFT7_Zoe,2,1,7,4,8
304,TFT7_Malphite,0,1,8,5,7
305,TFT7_Taliyah,0,2,8,5,7
306,TFT7_Sylas,2,2,8,5,7
307,TFT7_Nilah,0,2,8,5,7
308,TFT7_AquaticDragon,3,1,8,5,7
309,TFT7_Zoe,1,1,8,5,7
310,TFT7_Sejuani,0,2,6,5,8
311,TFT7_Twitch,0,2,6,5,8
312,TFT7_Hecarim,2,2,6,5,8
313,TFT7_DragonGold,2,2,6,5,8
314,TFT7_Xayah,3,1,6,5,8
315,TFT7_Jayce,0,2,6,5,8
316,TFT7_Yasuo,3,1,6,5,8
317,TFT7_Senna,1,1,7,5,7
318,TFT7_Aphelios,2,2,7,5,7
319,TFT7_Aphelios,2,2,7,5,7
320,TFT7_Rell,1,2,7,5,7
321,TFT7_Zeri,3,2,7,5,7
322,TFT7_Hecarim,2,2,7,5,7
323,TFT7_Graves,2,1,7,5,7
324,TFT7_Senna,1,1,2,5,8
325,TFT7_Aphelios,2,2,2,5,8
326,TFT7_Aphelios,1,2,2,5,8
327,TFT7_Rell,2,2,2,5,8
328,TFT7_Rengar,3,3,2,5,8
329,TFT7_Hecarim,3,2,2,5,8
330,TFT7_Graves,3,2,2,5,8
331,TFT7_Nilah,1,2,2,5,8
332,TFT7_DragonGreen,0,1,3,5,10
333,TFT7_DragonEarth,3,2,3,5,10
334,TFT7_Bard,0,1,3,5,10
335,TFT7_AoShin,3,1,3,5,10
336,TFT7_Shyvana,2,1,3,5,10
337,TFT7_Soraka,1,2,3,5,10
338,TFT7_Yone,0,2,5,5,8
339,TFT7_Twitch,0,1,5,5,8
340,TFT7_Zyra,1,2,5,5,8
341,TFT7_Sylas,2,2,5,5,8
342,TFT7_Olaf,1,2,5,5,8
343,TFT7_DragonPurple,3,2,5,5,8
344,TFT7_Pantheon,3,2,5,5,8
345,TFT7_Twitch,2,2,1,5,9
346,TFT7_Rakan,0,2,1,5,9
347,TFT7_Hecarim,1,2,1,5,9
348,TFT7_Xayah,3,2,1,5,9
349,TFT7_Jayce,3,2,1,5,9
350,TFT7_DragonEarth,2,2,1,5,9
351,TFT7_Shyvana,2,2,1,5,9
352,TFT7_Twitch,0,2,4,5,8
353,TFT7_Rakan,2,2,4,5,8
354,TFT7_Hecarim,1,2,4,5,8
355,TFT7_Xayah,3,2,4,5,8
356,TFT7_Jayce,3,2,4,5,8
357,TFT7_Shyvana,1,1,4,5,8
358,TFT7_Soraka,0,1,4,5,8
359,TFT7_Twitch,0,2,1,6,8
360,TFT7_Rakan,3,2,1,6,8
361,TFT7_Hecarim,3,3,1,6,8
362,TFT7_Xayah,3,2,1,6,8
363,TFT7_Jayce,3,2,1,6,8
364,TFT7_Shyvana,3,2,1,6,8
365,TFT7_Soraka,3,2,1,6,8
366,TFT7_Leona,1,2,8,6,8
367,TFT7_Sejuani,0,2,8,6,8
368,TFT7_Yone,1,1,8,6,8
369,TFT7_Nunu,1,2,8,6,8
370,TFT7_Hecarim,2,2,8,6,8
371,TFT7_DragonBlue,3,2,8,6,8
372,TFT7_Yasuo,3,1,8,6,8
373,TFT7_Yone,1,2,5,6,9
374,TFT7_Lillia,1,2,5,6,9
375,TFT7_Braum,2,1,5,6,9
376,TFT7_Sylas,0,2,5,6,9
377,TFT7_Diana,0,1,5,6,9
378,TFT7_Olaf,3,2,5,6,9
379,TFT7_Pantheon,3,2,5,6,9
380,TFT7_Yasuo,3,1,5,6,9
381,TFT7_Soraka,0,1,5,6,9
382,TFT7_Sett,0,1,6,6,8
383,TFT7_Karma,0,2,6,6,8
384,TFT7_Kaisa,0,2,6,6,8
385,TFT7_Nunu,3,2,6,6,8
386,TFT7_LeeSin,1,2,6,6,8
387,TFT7b_Volibear,2,2,6,6,8
388,TFT7_Hecarim,1,1,6,6,8
389,TFT7_Yasuo,1,1,6,6,8
390,TFT7_Jax,0,2,4,6,8
391,TFT7_Seraphine,1,2,4,6,8
392,TFT7_Hecarim,0,1,4,6,8
393,TFT7_Graves,3,2,4,6,8
394,TFT7_Jayce,0,1,4,6,8
395,TFT7_Pantheon,0,1,4,6,8
396,TFT7_Pantheon,3,2,4,6,8
397,TFT7_Nilah,2,2,4,6,8
398,TFT7_Sejuani,1,2,2,6,9
399,TFT7_Twitch,2,2,2,6,9
400,TFT7_Rakan,1,2,2,6,9
401,TFT7_Hecarim,1,2,2,6,9
402,TFT7_Xayah,3,2,2,6,9
403,TFT7_Jayce,2,2,2,6,9
404,TFT7_Bard,1,2,2,6,9
405,TFT7_Shyvana,3,1,2,6,9
406,TFT7_Sett,0,2,7,6,8
407,TFT7_Sejuani,0,1,7,6,8
408,TFT7_Twitch,0,2,7,6,8
409,TFT7_Rakan,0,1,7,6,8
410,TFT7_Hecarim,2,1,7,6,8
411,TFT7_Xayah,3,1,7,6,8
412,TFT7_Jayce,3,1,7,6,8
413,TFT7_Bard,0,1,7,6,8
414,TFT7_Sejuani,1,2,3,6,8
415,TFT7_Twitch,1,2,3,6,8
416,TFT7_Rakan,2,2,3,6,8
417,TFT7_Hecarim,2,2,3,6,8
418,TFT7_DragonGold,3,2,3,6,8
419,TFT7_Xayah,3,2,3,6,8
420,TFT7_Jayce,3,2,3,6,8
421,TFT7_Sejuani,0,2,3,7,9
422,TFT7_Twitch,0,2,3,7,9
423,TFT7_Rakan,0,2,3,7,9
424,TFT7_Hecarim,2,2,3,7,9
425,TFT7_Xayah,3,2,3,7,9
426,TFT7_Jayce,2,2,3,7,9
427,TFT7_DragonEarth,3,2,3,7,9
428,TFT7_Bard,1,1,3,7,9
429,TFT7_Karma,3,3,6,7,8
430,TFT7_Karma,0,2,6,7,8
431,TFT7_Jax,1,1,6,7,8
432,TFT7_DragonGreen,3,1,6,7,8
433,TFT7_DragonGreen,2,2,6,7,8
434,TFT7_Yasuo,3,1,6,7,8
435,TFT7_Twitch,3,2,4,7,8
436,TFT7_Rakan,3,2,4,7,8
437,TFT7_DragonGold,3,2,4,7,8
438,TFT7_DragonBlue,3,2,4,7,8
439,TFT7_Yasuo,2,1,4,7,8
440,TFT7_Bard,0,1,4,7,8
441,TFT7_Sejuani,1,1,5,7,8
442,TFT7_Senna,0,2,5,7,8
443,TFT7_Aphelios,3,2,5,7,8
444,TFT7_Rell,3,2,5,7,8
445,TFT7_Nunu,0,2,5,7,8
446,TFT7_Zeri,3,2,5,7,8
447,TFT7_Rengar,2,2,5,7,8
448,TFT7_Graves,3,2,5,7,8
449,TFT7_Sejuani,0,2,2,7,9
450,TFT7_Rell,0,2,2,7,9
451,TFT7_Lillia,0,2,2,7,9
452,TFT7_Nunu,2,2,2,7,9
453,TFT7_Hecarim,0,2,2,7,9
454,TFT7_Jayce,3,2,2,7,9
455,TFT7_Yasuo,3,2,2,7,9
456,TFT7_Shyvana,3,2,2,7,9
457,TFT7_Qiyana,1,1,8,7,9
458,TFT7_Aphelios,2,2,8,7,9
459,TFT7_Rell,2,1,8,7,9
460,TFT7_Rell,1,2,8,7,9
461,TFT7_Rengar,1,2,8,7,9
462,TFT7_Rengar,2,2,8,7,9
463,TFT7_Graves,3,2,8,7,9
464,TFT7_DragonSwain,2,2,8,7,9
465,TFT7_Sett,0,2,7,7,7
466,TFT7_Karma,1,2,7,7,7
467,TFT7_Kaisa,2,2,7,7,7
468,TFT7_Nunu,2,2,7,7,7
469,TFT7_LeeSin,1,2,7,7,7
470,TFT7b_Volibear,0,2,7,7,7
471,TFT7_Hecarim,3,2,7,7,7
472,TFT7_Sejuani,2,2,1,7,9
473,TFT7_Twitch,1,2,1,7,9
474,TFT7_Rakan,0,2,1,7,9
475,TFT7_Hecarim,1,2,1,7,9
476,TFT7_Xayah,3,2,1,7,9
477,TFT7_Jayce,1,2,1,7,9
478,TFT7_Bard,1,2,1,7,9
479,TFT7_Shyvana,3,2,1,7,9
480,TFT7_Rakan,0,1,6,8,9
481,TFT7_Hecarim,1,1,6,8,9
482,TFT7_Xayah,3,2,6,8,9
483,TFT7_Jayce,3,1,6,8,9
484,TFT7_DragonEarth,1,1,6,8,9
485,TFT7_Bard,0,1,6,8,9
486,TFT7_Shyvana,1,1,6,8,9
487,TFT7_Leona,3,2,2,8,9
488,TFT7_Sejuani,1,2,2,8,9
489,TFT7_Nunu,3,2,2,8,9
490,TFT7_Nunu,0,1,2,8,9
491,TFT7_Hecarim,1,2,2,8,9
492,TFT7_DragonBlue,3,2,2,8,9
493,TFT7_Yasuo,3,2,2,8,9
494,TFT7_Bard,2,1,2,8,9
495,TFT7_Sejuani,0,2,4,8,9
496,TFT7_Twitch,1,2,4,8,9
497,TFT7_Rakan,1,2,4,8,9
498,TFT7_Hecarim,2,2,4,8,9
499,TFT7_Xayah,3,2,4,8,9
500,TFT7_Jayce,3,2,4,8,9
501,TFT7_Bard,0,1,4,8,9
502,TFT7_Shyvana,3,1,4,8,9
503,TFT7_Sett,1,2,3,8,8
504,TFT7_Karma,0,2,3,8,8
505,TFT7_Sejuani,1,2,3,8,8
506,TFT7_Kaisa,1,2,3,8,8
507,TFT7_Nunu,3,2,3,8,8
508,TFT7_LeeSin,1,2,3,8,8
509,TFT7b_Volibear,1,2,3,8,8
510,TFT7_Yasuo,3,1,3,8,8
511,TFT7_Sejuani,0,2,8,8,8
512,TFT7_Twitch,0,2,8,8,8
513,TFT7_Rakan,2,1,8,8,8
514,TFT7_DragonGuild,1,2,8,8,8
515,TFT7_Hecarim,1,1,8,8,8
516,TFT7_Xayah,3,2,8,8,8
517,TFT7_Bard,0,1,8,8,8
518,TFT7_Sejuani,0,2,7,8,7
519,TFT7_Yone,0,2,7,8,7
520,TFT7_Nunu,1,2,7,8,7
521,TFT7_Hecarim,0,2,7,8,7
522,TFT7_DragonBlue,3,2,7,8,7
523,TFT7_Yasuo,2,1,7,8,7
524,TFT7_Sejuani,0,2,1,8,9
525,TFT7_Twitch,0,2,1,8,9
526,TFT7_Rell,1,2,1,8,9
527,TFT7_Nunu,3,2,1,8,9
528,TFT7_Hecarim,0,1,1,8,9
529,TFT7_Xayah,3,2,1,8,9
530,TFT7_Jayce,1,2,1,8,9
531,TFT7_Nilah,3,3,1,8,9
532,TFT7_Yasuo,3,2,1,8,9
533,TFT7_Sejuani,2,2,5,8,8
534,TFT7_Senna,1,1,5,8,8
535,TFT7_Aphelios,3,2,5,8,8
536,TFT7_Aphelios,2,2,5,8,8
537,TFT7_Rell,1,2,5,8,8
538,TFT7_Zeri,0,2,5,8,8
539,TFT7_Hecarim,1,1,5,8,8
540,TFT7_Graves,3,2,5,8,8
541,TFT7_Sejuani,0,2,1,9,9
542,TFT7_Twitch,1,1,1,9,9
543,TFT7_Rakan,3,2,1,9,9
544,TFT7_Hecarim,2,2,1,9,9
545,TFT7_Xayah,3,2,1,9,9
546,TFT7_Jayce,1,2,1,9,9
547,TFT7_Bard,0,2,1,9,9
548,TFT7_Shyvana,3,2,1,9,9
549,TFT7_Senna,1,1,3,9,9
550,TFT7_Aphelios,3,2,3,9,9
551,TFT7_Rell,1,2,3,9,9
552,TFT7_Zeri,1,2,3,9,9
553,TFT7_Rengar,2,2,3,9,9
554,TFT7_NomsyCannoneer,3,3,3,9,9
555,TFT7_Hecarim,1,1,3,9,9
556,TFT7_Graves,3,2,3,9,9
557,TFT7b_Tristana,0,3,3,9,9
558,TFT7_Nasus,0,1,8,9,8
559,TFT7_Jax,0,1,8,9,8
560,TFT7_Rakan,2,2,8,9,8
561,TFT7b_Volibear,3,2,8,9,8
562,TFT7_DragonGold,3,2,8,9,8
563,TFT7_Xayah,3,1,8,9,8
564,TFT7_Zoe,3,1,8,9,8
565,TFT7_Vladimir,1,3,7,9,7
566,TFT7_Skarner,3,3,7,9,7
567,TFT7_Nidalee,3,3,7,9,7
568,TFT7_Lux,0,3,7,9,7
569,TFT7_Sylas,1,2,7,9,7
570,TFT7_Varus,1,2,7,9,7
571,TFT7_Jayce,1,1,7,9,7
572,TFT7_Senna,1,1,5,9,8
573,TFT7_Aphelios,2,2,5,9,8
574,TFT7_Rell,1,2,5,9,8
575,TFT7_Rengar,1,2,5,9,8
576,TFT7_Hecarim,2,2,5,9,8
577,TFT7_Graves,3,2,5,9,8
578,TFT7_Jayce,0,1,5,9,8
579,TFT7_Bard,0,1,5,9,8
580,TFT7_Sejuani,0,2,2,9,9
581,TFT7_Lillia,0,2,2,9,9
582,TFT7_Nunu,3,2,2,9,9
583,TFT7_Hecarim,1,2,2,9,9
584,TFT7_DragonBlue,3,2,2,9,9
585,TFT7_Yasuo,3,2,2,9,9
586,TFT7_Bard,1,1,2,9,9
587,TFT7_Soraka,1,2,2,9,9
588,TFT7_Leona,0,1,6,9,8
589,TFT7_Yone,0,1,6,9,8
590,TFT7_Twitch,3,2,6,9,8
591,TFT7_Braum,2,2,6,9,8
592,TFT7_Nunu,0,2,6,9,8
593,TFT7_DragonBlue,3,1,6,9,8
594,TFT7_Jayce,3,1,6,9,8
595,TFT7_Twitch,1,1,4,9,8
596,TFT7_DragonGold,1,2,4,9,8
597,TFT7_Xayah,3,1,4,9,8
598,TFT7_Jayce,3,2,4,9,8
599,TFT7_Yasuo,3,2,4,9,8
600,TFT7_Shyvana,2,1,4,9,8
601,TFT7_Sett,0,2,5,10,7
602,TFT7_Karma,0,2,5,10,7
603,TFT7_Sejuani,1,2,5,10,7
604,TFT7_Kaisa,3,2,5,10,7
605,TFT7_Nunu,3,3,5,10,7
606,TFT7_LeeSin,2,2,5,10,7
607,TFT7b_Volibear,2,2,5,10,7
608,TFT7_Sett,0,2,7,10,8
609,TFT7_Karma,0,2,7,10,8
610,TFT7_Kaisa,1,2,7,10,8
611,TFT7_LeeSin,2,2,7,10,8
612,TFT7b_Volibear,0,2,7,10,8
613,TFT7_Hecarim,3,1,7,10,8
614,TFT7_DragonSwain,3,2,7,10,8
615,TFT7_Senna,1,1,2,10,9
616,TFT7_Aphelios,3,3,2,10,9
617,TFT7_Aphelios,3,2,2,10,9
618,TFT7_Rell,1,1,2,10,9
619,TFT7_Rell,3,2,2,10,9
620,TFT7_Zeri,2,2,2,10,9
621,TFT7_Hecarim,2,2,2,10,9
622,TFT7_Graves,3,2,2,10,9
623,TFT7_Graves,0,1,2,10,9
624,TFT7_Sejuani,0,2,1,10,9
625,TFT7_Twitch,0,2,1,10,9
